1	5.91
2	3.08
3	1.8
4	1.83
5	5.05
6	1.67
7	5.07
8	5.21
9	3.59
10	4.52
11	1.93
12	4.52
13	3.59
14	3.35
15	3.59
16	3.35
17	1.6
18	3.35
19	3.22
20	3.19
21	3.59
22	4.52
23	4.48
24	1.8
25	4.52
26	3.59
27	3.19
28	4.07
29	4.17
30	2.71
31	1.64
32	1.51
33	3.39
34	1.89
35	2.37
36	3.59
37	4.52
38	2.86
39	4.52
40	4.27
41	1.91
42	3.0
43	3.11
44	2.49
45	2.46
46	3.55
47	2.71
48	2.49
49	3.52
50	3.59
51	3.35
52	3.59
53	3.35
54	4.52
55	2.28
56	1.71
57	3.59
58	3.12
59	4.27
60	1.82
61	3.35
62	3.59
63	5.47
64	5.21
65	2.36
66	1.7
67	1.8
68	1.8
69	1.8
70	1.8
71	1.8
72	1.8
73	2.69
74	1.8
75	4.0
76	2.4
77	1.71
78	1.8
79	1.8
80	1.8
81	4.1
82	4.48
83	1.8
84	1.8
85	4.1
86	1.67
87	1.8
88	1.8
89	1.8
90	1.8
91	1.8
92	3.52
93	1.58
94	1.8
95	1.8
96	1.8
97	1.8
98	4.1
99	1.8
100	3.98
101	1.62
102	1.8
103	1.8
104	1.8
105	1.8
106	1.8
107	1.68
108	1.8
109	1.81
110	1.57
111	1.51
112	1.8
113	1.8
114	1.8
115	1.8
116	1.7
117	2.81
118	3.35
119	2.47
120	3.59
121	3.35
122	3.19
123	3.59
124	3.35
125	2.71
126	3.55
127	3.95
128	4.1
129	1.96
130	1.96
131	4.02
132	2.71
133	4.13
134	4.27
135	4.01
136	2.71
137	1.79
138	1.8
139	5.47
140	5.21
141	2.09
142	3.35
143	3.35
144	1.96
145	1.96
146	1.96
147	1.8
148	1.71
149	4.52
150	3.55
151	2.49
152	2.66
153	2.35
154	1.92
155	2.49
156	3.59
157	3.35
158	3.19
159	1.96
160	5.05
161	5.02
162	1.71
163	1.96
164	3.27
165	1.96
166	1.8
167	3.59
168	2.51
169	4.23
170	4.1
171	3.59
172	3.19
173	4.48
174	5.21
175	4.52
