1	-68.636	5.8636	-10.0
2	-74.375	6.4375	-10.0
3	-33.436	2.3436	-40.0
4	68.894	2.1106	90.0
5	71.126	1.8874	90.0
6	-26.901	1.6901	-40.0
7	-25.312	1.5312	-20.0
8	-36.343	2.6343	-20.0
9	-26.962	1.6962	-20.0
10	-33.559	2.3559	-40.0
11	-28.189	1.8189	-40.0
12	-39.333	2.9333	-20.0
13	-47.305	3.7305	-20.0
14	-30.173	2.0173	-10.0
15	78.043	1.1957	180.0
16	-32.927	2.2927	-20.0
17	-53.433	4.3433	-20.0
18	-38.096	2.8096	-40.0
19	-28.88	1.888	-40.0
20	-50.324	4.0324	-40.0
21	70.512	1.9488	180.0
22	-66.223	5.6223	-20.0
23	-43.741	3.3741	-20.0
24	-38.818	2.8818	-20.0
25	-32.549	2.2549	-20.0
26	-46.389	3.6389	-10.0
27	-60.201	5.0201	-10.0
28	-39.333	2.9333	-20.0
29	-38.818	2.8818	-20.0
30	-40.989	3.0989	-20.0
31	-39.333	2.9333	-20.0
32	-39.587	2.9587	-40.0
33	-50.374	4.0374	-20.0
34	-32.549	2.2549	-20.0
35	-39.333	2.9333	-20.0
36	-46.53	3.653	-20.0
37	-30.48	2.048	-20.0
38	-46.53	3.653	-20.0
39	-25.312	1.5312	-20.0
40	-47.583	3.7583	-20.0
41	-58.536	4.8536	-40.0
42	-47.583	3.7583	-20.0
43	-53.128	4.3128	-20.0
44	-36.6	2.66	-40.0
45	-47.583	3.7583	-20.0
46	-46.53	3.653	-20.0
47	-37.093	2.7093	-20.0
48	-25.312	1.5312	-20.0
49	-34.217	2.4217	-20.0
50	-39.191	2.9191	-20.0
51	-46.53	3.653	-20.0
52	-21.597	1.1597	-10.0
53	-28.953	1.8953	-40.0
54	-22.549	2.2549	-20.0
55	-37.943	2.7943	-10.0
56	-64.149	5.4149	-10.0
57	-39.368	2.9368	-20.0
58	-39.333	2.9333	-20.0
59	-46.486	3.6486	-10.0
60	-32.362	2.2362	180.0
61	68.976	2.1024	-20.0
62	-54.994	4.4994	-20.0
63	-43.741	3.3741	-10.0
64	-40.531	3.0531	-20.0
65	-39.333	2.9333	-40.0
66	-32.823	2.2823	-10.0
67	-41.951	3.1951	-20.0
68	-19.08	0.908	-20.0
69	-25.312	1.5312	-10.0
70	-41.908	3.1908	-10.0
71	-18.395	0.8395	-20.0
72	-38.818	2.8818	-20.0
73	-18.945	1.8945	-20.0
74	-34.217	2.4217	-10.0
75	-35.31	2.531	-20.0
76	-50.201	4.0201	-20.0
77	-38.818	2.8818	-20.0
78	-41.344	3.1344	-10.0
79	-52.748	4.2748	-20.0
80	-55.035	4.5035	-40.0
81	-28.88	1.888	-20.0
82	-43.4	3.34	-20.0
83	-46.53	3.653	-20.0
84	-46.53	3.653	-20.0
85	-43.741	3.3741	-20.0
86	-53.433	4.3433	-10.0
87	-40.71	3.071	-10.0
88	-50.961	4.0961	-10.0
89	-50.201	4.0201	-20.0
90	-61.246	5.1246	-20.0
