0	0
1	-10.0
3	47.7527
4	-10.0
5	-10.0
7	52.018
9	47.7527
10	-10.0
11	-10.0
12	-10.0
14	45.8328
15	-10.0
17	52.8056
18	-10.0
21	108.7227
23	45.3146
25	45.3586
27	43.7036
28	-10.0
30	39.3917
31	-10.0
33	47.7527
34	-10.0
36	52.9174
39	111.1002
40	-10.0
41	-10.0
42	-10.0
43	-10.0
49	259.2144
50	-10.0
54	165.5446
55	-10.0
57	39.3917
58	-10.0
63	229.81900000000002
64	-10.0
65	-10.0
66	-10.0
67	-10.0
68	-10.0
69	-10.0
70	-10.0
71	-10.0
72	-10.0
75	115.3319
76	-10.0
80	243.7036
82	47.7527
83	-10.0
86	143.7036
88	52.2419
89	-10.0
90	-10.0
91	-10.0
92	-10.0
94	39.3917
96	43.3757
97	-10.0
98	-10.0
99	-10.0
103	210.65030000000002
104	-10.0
107	97.9778
114	454.5802
115	-10.0
118	149.23919999999998
119	-10.0
120	-10.0
121	-10.0
122	-10.0
123	-10.0
124	-10.0
125	-10.0
129	185.1249
130	-10.0
131	-10.0
132	-10.0
133	-10.0
135	39.3917
136	-10.0
137	-10.0
138	-10.0
140	43.7036
143	141.02190000000002
144	-10.0
148	144.24110000000002
150	39.3917
152	43.7036
153	-10.0
158	213.9819
159	-10.0
160	-10.0
162	48.8563
163	-10.0
164	-10.0
165	-10.0
166	-10.0
167	-10.0
168	-10.0
171	110.4511
172	-10.0
173	-10.0
176	152.5665
178	50.3473
180	36.7246
181	-10.0
182	-10.0
184	39.3917
185	-10.0
186	-10.0
188	49.0765
192	212.1166
193	-10.0
194	-10.0
195	-10.0
197	43.7036
199	47.7527
201	39.3917
202	-10.0
204	43.8822
208	169.6806
209	-10.0
210	-10.0
211	-10.0
212	-10.0
215	110.4596
216	-10.0
218	52.924
221	107.9909
222	-10.0
223	-10.0
224	-10.0
229	219.6538
230	-10.0
232	39.3917
233	-10.0
235	51.7181
237	47.8468
238	-10.0
240	39.3917
241	-10.0
245	167.95
247	52.8584
248	-10.0
249	-10.0
250	-10.0
251	-10.0
252	-10.0
253	-10.0
254	-10.0
255	-10.0
256	-10.0
257	-10.0
265	430.283
266	-10.0
268	39.3917
271	103.2542
272	-10.0
274	47.7527
279	291.0041
283	202.2561
284	-10.0
285	-10.0
287	51.1835
288	-10.0
289	-10.0
291	43.9436
296	211.8191
297	-10.0
298	-10.0
299	-10.0
307	378.02650000000006
308	-10.0
312	199.0334
313	-10.0
314	-10.0
315	-10.0
316	-10.0
318	41.0854
319	-10.0
320	-10.0
322	52.1861
323	-10.0
327	161.7553
329	47.7527
330	-10.0
332	47.7527
334	39.3917
335	-10.0
336	-10.0
337	-10.0
339	43.7036
341	46.7639
344	100.1947
345	-10.0
346	-10.0
347	-10.0
348	-10.0
349	-10.0
350	-10.0
351	-10.0
352	-10.0
356	196.77089999999998
358	50.325
361	99.75829999999999
363	90.0
365	43.7036
368	101.8959
370	44.4352
371	-10.0
372	-10.0
373	-10.0
374	-10.0
375	-10.0
377	43.7036
379	51.641
381	50.4541
382	-10.0
383	-10.0
385	43.7036
386	-10.0
387	-10.0
388	-10.0
389	-10.0
391	43.7036
393	43.7036
395	52.1457
396	-10.0
398	39.3917
403	213.3865
406	101.5589
407	-10.0
408	-10.0
411	106.6899
412	-10.0
413	-10.0
415	47.3836
417	47.7527
420	106.2052
421	-10.0
