1	0	0
2	1	-49.90050124998432
3	1	-42.339449593337235
4	1	-22.078493283518437
5	1	-40.841530441921975
6	2	37.50441073242038
7	1	-52.80046728716872
8	1	-49.53732413808501
9	1	-54.68165171521751
10	2	9.303016226199539
11	1	-46.65637734419483
12	1	-20.526157893552615
13	1	-58.73602363755172
14	1	-43.67565886512096
15	1	-58.050494274252785
16	1	-41.76948221170751
17	1	-31.503720608304047
18	1	-47.352376095772
19	1	-56.0440006949874
20	1	-24.901342221424215
21	1	-38.35507009337131
22	1	-40.201490029467095
23	1	-50.89254210733297
24	1	-49.53732413808501
25	1	-63.09613921934438
26	1	-28.05602392554906
27	1	-25.640012787718554
28	1	-49.01550973651376
29	1	-46.32079294288603
30	1	-29.34140636044856
31	1	-47.53531670307312
32	1	-47.11293575022057
33	1	-40.841530441921975
34	1	-21.42147100858729
35	2	27.931363990084442
36	1	-58.73602363755172
37	1	-62.3450093132096
38	1	-55.0347643493335
39	1	-53.43328216932264
40	2	32.07999366756732
41	2	6.081437627067871
42	1	-45.950660633707415
43	2	37.58052649562293
44	1	-41.781283800375334
45	1	-43.552943239006616
46	1	-41.90814942926023
47	1	-47.352376095772
48	1	-43.07642665101537
49	1	-43.90117992046884
50	1	-49.53732413808501
51	1	-66.92213980517597
52	3	85.21306580620212
53	2	50.84787616389652
54	1	-43.37813655673426
55	1	-37.01481075262235
56	1	-60.36000397140572
57	1	-46.32079294288603
58	2	24.26609734555089
59	1	-42.102959365142645
60	1	-52.90046619793309
61	1	-47.352376095772
62	1	-54.801785678698124
63	1	-33.22068043791999
64	1	-40.841530441921975
65	1	-27.54137964927503
66	1	-49.53732413808501
67	1	-28.952572384771415
68	2	25.9099406505499
69	4	148.15002318204347
70	1	-27.311268006705923
71	2	39.86882305034918
72	3	50.34588724138036
73	1	-46.38859711503041
74	3	153.14786301990074
75	1	-47.352376095772
76	2	54.72415889732799
77	1	-49.53732413808501
78	1	-43.10377621963997
79	1	-47.352376095772
80	1	-33.09502110845539
81	1	-47.352376095772
82	1	-40.20149002946709
83	1	-32.77279078198366
84	1	-54.801785678698124
85	2	23.318486417468904
86	1	-56.770182809135996
87	1	-36.94308816746885
88	1	-53.517812445020716
89	1	-33.3452350598575
90	1	-60.36000397140572
91	1	-52.869569626951
92	2	41.1364143763477
93	1	-58.983772823252394
94	1	-51.084546973284255
95	1	-49.317426161945036
96	1	-54.801785678698124
97	1	-47.352376095772
98	1	-57.10042462653601
99	1	-60.52702247312817
100	4	179.64416106930057
101	1	-63.09613921934438
102	1	-35.03197954617253
103	1	-47.352376095772
104	2	12.952338083074508
105	1	-29.102355875650524
106	2	10.196670224096309
107	2	26.778037761728186
108	2	8.502256893669987
109	1	-74.37491747567526
110	1	-42.57759966602819
111	2	29.23243705559436
112	2	59.81514325045544
113	1	-56.164921748011224
114	1	-60.340143027210395
115	2	31.503572210902128
116	1	-36.59323222175146
117	1	-42.2893171188243
118	1	-46.38859711503041
119	1	-63.09613921934438
120	1	-45.79455265819088
121	1	-55.90642656535139
122	1	-40.841530441921975
123	1	-43.572161086233336
124	1	-34.3100802137714
125	1	-26.686821147240714
126	1	-33.22068043791998
127	1	-46.32079294288603
128	1	-23.727709204379295
129	1	-52.78001870032317
130	1	-43.846270104695435
131	2	35.24311731511163
132	1	-46.32079294288603
133	1	-40.841530441921975
134	1	-63.09613921934438
135	1	-50.200124377917035
136	1	-41.90814942926023
137	1	-36.96664606509308
138	1	-58.73602363755172
139	2	42.69240429394715
140	1	-49.210840337845354
141	1	-46.40054944640259
142	2	31.58417055547654
143	4	174.43811520963055
144	1	-51.49855419168239
145	3	110.1727711468084
146	1	-63.09613921934438
147	1	-46.388597115030414
148	1	-37.64217791708895
149	1	-58.29958591955007
150	1	-66.92213980517597
151	1	-39.706059987820666
152	1	-36.59323222175146
153	1	-40.73662310664592
154	1	-37.32105415242977
155	1	-36.59323222175146
156	2	-1.2026863639443377
157	2	12.837351455255828
158	1	-22.529964086141668
159	2	40.04339846867658
160	1	-33.22068043791998
161	1	-40.583982736066275
162	1	-33.65797962633327
163	1	-46.32079294288603
164	1	-57.68574210390355
165	1	-44.90845169869325
166	1	-54.63765226801249
167	2	38.49650497296325
168	1	-55.0347643493335
169	1	-43.028018408617854
170	1	-46.08489988901175
171	2	41.166058718912886
